Link,Name,SKU,Price,Five Star,Review Amount,Image Link,,4-Way Venting,AAFA Certified,ADA Compliant,ANSI Certified,Adjustable Leveling Legs,Agitator Type,Amperage,Antimicrobial Protection,App Compatible,Assembly Required,Automatic Temperature Control,Bleach Dispenser,Brand,Brand Compatibility,Built-In Water Faucet,CEE Qualified,Capacity,Child Lock,Color,Color Category,Color Finish,Commercial Merchandise,Compact Design,Compatible Appliance Type,Consortium for Energy Efficiency (CEE) Rating,Control Location,Control Type,Delay Start,Depth With Door Open,Detergent Dispenser Type,Detergent Form,Display Type,Door Style,Drain Hose Included,Drum Material,Dryer Capacity,Dryer Depth With Door Open,Dryer Door Style,Dryer Drum Material,Dryer Heating Source,Dryer Interior Light,Dryer Voltage,Dryer Window,Drying Cycles,Drying Rack,Drying Type,ENERGY STAR Certified,End-Of-Cycle Signal,Estimated Annual Electricity Use,Estimated Annual Electricity Use (Dryer),Estimated Annual Electricity Use (Washer),Estimated Annual Operating Cost,Estimated Annual Operating Cost (Dryer),Estimated Annual Operating Cost (Washer),Exhaust Vent Location,Fabric Softener Dispenser,Faucet Adapter Included,Fill Hoses Included,Fingerprint Resistant,Gas Connector Included,Hardware Included,Height To Control Panel Top,Height With Door Open,High-Efficiency,Integrated Water Heater,Interior Light(s),Internal Water Heater,Lint Filter Full Indicator,Manufacturer's Warranty - Labor,Manufacturer's Warranty - Parts,Matching Dryer Available,Matching Dryer Model Number,Matching Washer Available,Matching Washer Model Number,Matching Washer Type,Material,Maximum Spin Speed,Model Compatibility,Model Number,Moisture Sensor,NSF Listed,Noise Reduction,Number Of Doors,Number Of Drawers,Number Of Drying Cycles,Number Of Shelves,Number of Drying Temperatures,Number of Rinse Temperatures,Number of Spin Speeds,Number of Temperature Settings,Number of Wash Temperatures,Number of Wash/Rinse Cycles,Options and Programs,Out-Of-Balance Detection,Payment System,Pedestal Available,Pedestal Model Compatibility,Power Cord Included,Pre-Wash Detergent Dispenser,Product Depth,Product Height,Product Length,Product Name,Product Safety Certifications and Standards,Product Weight,Product Width,Propane (LP) Convertible,Propane Conversion Kit Included,Propane Conversion Kit Model Compatibility,Quantity,Reversible Door Hinge,Second Rinse,Self-Cleaning Filter,Sensor Dry,Soft Close Lid,Soil Levels,Stackable,Stacking Kit Included,Stacking Kit Model Compatibility,Steam Function,Temperature Settings,Time-Remaining Display,Total Maximum BTU Rating,Tub/Drum Material,UPC,Vendor Collection,Vibration Reduction,Voltage,Wash/Rinse Cycles,Washer Capacity,Washer Interior Light,Washer Load Type,Washer Tub/Drum Material,Washer Voltage,Washer Window,Washer/Dryer Combo Type,Washing Mechanism,Water Source,Wheels/Casters,Window,Wireless Connectivity,Works With
https://www.bestbuy.com/site/samsung-5-0-cu-ft-high-efficiency-stackable-smart-front-load-washer-with-steam-and-super-speed-wash-ivory/6507601.p?skuId=6507601,Samsung - 5.0 Cu. Ft. High-Efficiency Stackable Smart Front Load Washer with Steam and Super Speed Wash - Ivory,WF50BG8300AEUS,$899.99,4.7,(917 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6507/6507601_sd.jpg;maxHeight=640;maxWidth=550,,,,Yes,No,Yes,,15 amperes,Yes,Yes,,Yes,Yes,Samsung,,,Yes,5 cubic feet,Yes,Ivory,,White,No,No,,,,"Touchpad, Dial",Yes,54 13/16 inches,Single load,"Gel, Liquid, Powder, Single-use packs, Tablet",LED,,Yes,,,,,,,,,,,,,Yes,Yes,99 kilowatt hours,,,12 United States dollars,,,,Yes,,No,Yes,,,,,Yes,,No,Yes,,1 year,1 year,Yes,"DVE50BG8300EA3, DVG50BG8300EA3",,,,,1200 revolutions per minute,,WF50BG8300AEUS,,No,Vibration Reduction Technology+,,,,,,,5,5,,12,"Normal, Heavy Duty, Bedding, Quick Wash, Delicates, Towels, Rinse + Spin, Self Clean+, Steam Sanitize, Steam Normal, Steam Whites, Downloads, Permanent Press, ActiveWear, Wool, Eco Cold, Colors, Outdoor, Denim, Steam Allergen, Power Steam, Steam Bulky, Power RinsePre Soak, Steam, Delay End, Smart Control, Super Speed, Smart Care, Alarm Off, Child Lock , Spin Only",Yes,,Yes,WE402NV/A3,No,No,33 1/2 inches,38 3/4 inches,,5.0 Cu. Ft. High-Efficiency Stackable Smart Front Load Washer with Steam and Super Speed Wash,,216.1 pounds,27 inches,,,,,No,,,,,"Heavy, Medium Heavy, Normal, Medium Low, Light",Yes,No,SKK-8K,Yes,"Hot, Warmer, Warm, Cool, Cold",Yes,,Stainless steel,887276660905,,Yes,120 volts,"Normal, Heavy Duty, Bedding, Quick Wash, Perm. Press, Delicates, Whites, Activewear, Rinse + Spin, Self Clean+",,,Front load,,,,,,,No,Yes,Wi-Fi,SmartThings
https://www.bestbuy.com/site/whirlpool-6-7-cu-ft-gas-dryer-with-porcelain-enamel-top-white/6234534.p?skuId=6234534,Whirlpool - 6.7 Cu. Ft. Gas Dryer with Porcelain-Enamel Top - White,CGD9160GW,"$1,304.99",5.0,(3 Reviews on whirlpool.com),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6234/6234534_sd.jpg;maxHeight=640;maxWidth=550,,No,,Yes,,,,15 amperes,,No,,No,,Whirlpool,,,No,6.7 cubic feet,No,White,,White,Yes,,,CEE Not Qualified,Rear panel,Button,No,48 1/2 inches,,,None,,,Steel,,,,,Gas,,,,"Cotton/Whites, Permanent Press, Colors/Delicates",No,,No,Yes,,,,,,,Rear,,,,No,No,,,,,,Yes,,No,1 Year Limited,1 Year Limited,,,Yes,CHW9160GW,Front load,,,,CGD9160GW,No,No,,,,3,,,,,1,,,,,Card,Yes,WHP0400VW,,,29 inches,37 3/4 inches,,6.7 Cu. Ft. Gas Dryer with Porcelain-Enamel Top,UL Listed,150 pounds,27 inches,Yes,No,,,Yes,,No,,,,No,,,No,No selection,Yes,,,883049433639,,No,120 volts,,,,,,,,,,,,No,None,
https://www.bestbuy.com/site/asko-4-1-cu-ft-stackable-electric-dryer-with-butterfly-drying-system-soft-drum-technology-9-drying-programs-white/6576972.p?skuId=6576972,"Asko 4.1 cu. ft. Stackable Electric Dryer with Butterfly Drying System, Soft Drum Technology, 9 Drying Programs - White",T208VW,"$1,199.00",N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6576/6576972_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,,,No,,,,Asko,,,,4.1 cubic feet,,,,,,Yes,,,,,,,,,,,,Stainless steel,,,,,Electric,,,,,,Vented,No,,,,,,,,"Left, Rear, Side",,,,,,,,,,,,,,2,2,,,Yes,W2084W,Front load,,,,T208VW,Yes,,,,,9,,,,,,,,,,,,,Yes,,23 1/2 inches,33 1/2 inches,,"Asko 4.1 cu. ft. Stackable Electric Dryer with Butterfly Drying System, Soft Drum Technology, 9 Drying Programs - White",,88 pounds,23 1/2 inches,,,,,Yes,,,,,,Yes,Yes,450808,No,Auto,Yes,,,3838782018824,,,240 volts,,,,,,,,,,,,,,
https://www.bestbuy.com/site/asko-4-1-cu-ft-stackable-electric-heat-pump-dryer-butterfly-drying-system-soft-drum-technology-10-programs-white/6576971.p?skuId=6576971,"Asko 4.1 cu. ft. Stackable Electric Heat Pump Dryer, Butterfly Drying System, Soft Drum Technology, 10 Programs-White",T208HW,"$1,599.00",N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6576/6576971_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,,,No,,,,Asko,,,,4.1 cubic feet,,,,,,Yes,,,,,,,,,,,,Stainless steel,,,,,Electric,,,,,,Heat pump,No,,,,,,,,Ventless,,,,,,,,,,,,,,2,2,,,Yes,W2084W,Front load,,,,T208HW,Yes,,,,,10,,,,,,,,,,,,,Yes,,25 3/4 inches,33 1/2 inches,,"Asko 4.1 cu. ft. Stackable Electric Heat Pump Dryer, Butterfly Drying System, Soft Drum Technology, 10 Programs-White",,126 pounds,23 1/2 inches,,,,,Yes,,,,,,Yes,Yes,450808,No,Auto,Yes,,,3838782019074,,,240 volts,,,,,,,,,,,,,,
https://www.bestbuy.com/site/asko-5-1-cu-ft-stackable-electric-vented-dryer-with-butterfly-drying-system-soft-drum-technology-15-programs-white/6576976.p?skuId=6576976,"Asko 5.1 cu. ft. Stackable Electric Vented Dryer with Butterfly Drying System, Soft Drum Technology, 15 Programs - White",T611VUW,"$1,899.00",N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6576/6576976_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,,,No,,,,Asko,,,,5.1 cubic feet,,,,,,Yes,,,,,,,,,,,,Stainless steel,,,,,Electric,,,,,,Vented,No,,,,,,,,"Left, Rear, Side",,,,,,,,,,,,,,2,2,,,Yes,W6124XW,Front load,,,,T611VUW,Yes,,,,,15,,,,,,,,,,,,,Yes,,28 1/8 inches,33 1/2 inches,,"Asko 5.1 cu. ft. Stackable Electric Vented Dryer with Butterfly Drying System, Soft Drum Technology, 15 Programs - White",,105 pounds,23 1/2 inches,,,,,Yes,,,,,,Yes,Yes,450808,No,Auto,Yes,,,3838782016851,,,240 volts,,,,,,,,,,,,,,
https://www.bestbuy.com/site/asko-5-1-cu-ft-stackable-electric-vented-dryer-butterfly-drying-system-soft-drum-technology-13-programs-titanium/6576973.p?skuId=6576973,"Asko 5.1 cu. ft. Stackable Electric Vented Dryer - Butterfly Drying System, Soft Drum Technology, 13 Programs – Titanium",T411VDT,"$1,599.00",N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6576/6576973_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,,,No,,,,Asko,,,,5.1 cubic feet,,,,,,Yes,,,,,,,,,,,,Stainless steel,,,,,Electric,,,,,,Vented,No,,,,,,,,"Left, Rear, Side",,,,,,,,,,,,,,2,2,,,Yes,W4114CT,Front load,,,,T411VDT,Yes,,,,,13,,,,,,,,,,,,,Yes,,28 1/8 inches,33 1/2 inches,,"Asko 5.1 cu. ft. Stackable Electric Vented Dryer - Butterfly Drying System, Soft Drum Technology, 13 Programs – Titanium",,105 pounds,23 1/2 inches,,,,,Yes,,,,,,Yes,Yes,450808,No,Auto,Yes,,,3838782022418,,,240 volts,,,,,,,,,,,,,,
https://www.bestbuy.com/site/asko-5-1-cu-ft-stackable-electric-vented-dryer-with-butterfly-drying-system-soft-drum-technology-13-programs-white/6576974.p?skuId=6576974,"Asko 5.1 cu. ft. Stackable Electric Vented Dryer with Butterfly Drying System, Soft Drum Technology, 13 Programs - White",T411VDW,"$1,499.00",N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6576/6576974_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,,,No,,,,Asko,,,,5.1 cubic feet,,,,,,Yes,,,,,,,,,,,,Stainless steel,,,,,Electric,,,,,,Vented,No,,,,,,,,"Left, Rear, Side",,,,,,,,,,,,,,2,2,,,Yes,W4114CW,Front load,,,,T411VDW,Yes,,,,,13,,,,,,,,,,,,,Yes,,28 1/2 inches,33 1/2 inches,,"Asko 5.1 cu. ft. Stackable Electric Vented Dryer with Butterfly Drying System, Soft Drum Technology, 13 Programs - White",,105 pounds,23 1/2 inches,,,,,Yes,,,,,,Yes,Yes,450808,No,Auto,Yes,,,3838782018305,,,240 volts,,,,,,,,,,,,,,
https://www.bestbuy.com/site/whirlpool-7-4-cu-ft-stackable-gas-dryer-with-wrinkle-shield-option-white/6313747.p?skuId=6313747,Whirlpool - 7.4 Cu. Ft. Stackable Gas Dryer with Wrinkle Shield Option - White,WGD560LHW,"$1,079.99",3.5,(31 Reviews on whirlpool.com),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6313/6313747_sd.jpg;maxHeight=640;maxWidth=550,,No,,Yes,,,,20 amperes,,No,,,,Whirlpool,,,Yes,7.4 cubic feet,No,White,,White,No,,,CEE Tier 1,Front panel,"Touchpad, Button",No,54 1/2 inches,,,LCD,,,Steel,,,,,Gas,,,,36,No,,No,Yes,,,,,,,"Bottom, Rear, Right",,,,No,No,,,,,,No,,No,1 Year Limited,1 Year Limited,,,Yes,WFW560CHW,Front load,,,,WGD560LHW,Yes,No,,,,36,,,,,4,,,,,,Yes,WFP2715HW,,,31 inches,38 13/16 inches,,7.4 Cu. Ft. Stackable Gas Dryer with Wrinkle Shield Option,,158 pounds,27 inches,Yes,No,W11581316,,Yes,,No,,,,Yes,No,W10869845,No,"High, Low, Medium, Air Only",Yes,,,883049457703,,No,120 volts,,,,,,,,,,,,Yes,None,
https://www.bestbuy.com/site/samsung-open-box-bespoke-7-6-cu-ft-stackable-smart-gas-dryer-with-steam-and-super-speed-dry-brushed-black/6571418.p?skuId=6571418,Samsung - Open Box BESPOKE 7.6 Cu. Ft. Stackable Smart Gas Dryer with Steam and Super Speed Dry - Brushed Black,OBX DVG53BB8700VA3,"$1,394.99",N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6571/6571418_sd.jpg;maxHeight=640;maxWidth=550,,No,,,,,,15 amperes,,Yes,,,,Samsung,,,,7.6 cubic feet,Yes,Brushed Black,,Black,,,,,Front panel,"Dial, Touchscreen",,53 1/8 inches,,,,,,Stainless steel,,,,,Gas,,,,"Steam Refresh, Wrinkle Away, Steam Sanitize+, Super Speed, Eco Normal, Normal, Heavy Duty, Towels, Permanent Press, Activewear, Bedding, Delicates, Wool, Shirts, Denim, Time Dry, Air Fluff, Small Load, Rack Dry",Yes,,Yes,Yes,,,,,,,"Bottom, Left, Rear",,,Yes,Yes,No,,,,,,Yes,,Yes,1 year,1 year,,,Yes,WF53BB8700AV,Front load,,,,OBX DVG53BB8700VA3,Yes,,,,,19,,,,,5,,,"Damp Alert, Wrinkle Prevent, AntiStatic, My Cycles, Smart Control, Eco Dry, Drum Light, Child Lock, Alarm, AI Pattern, Wi-Fi, Language, Vent Blockage Test, Factory Reset",,,Yes,WE502NV,,,31 7/16 inches,38 3/4 inches,,Open Box BESPOKE 7.6 Cu. Ft. Stackable Smart Gas Dryer with Steam and Super Speed Dry,,121.3 pounds,27 inches,Yes,No,LPKIT-4/XAA,,Yes,,No,,,,Yes,No,SKK-9MCV,Yes,"High, Medium, Medium Low, Low, Extra Low",Yes,,,400065714186,,Yes,120 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,SmartThings
https://www.bestbuy.com/site/lg-7-4-cu-ft-smart-electric-dryer-with-steam-and-sensor-dry-white/6532183.p?skuId=6532183,LG - 7.4 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry - White,DLEX5500W,"$1,199.99",4.7,(250 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6532/6532183_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,26 amperes,,Yes,,Yes,,LG,,,No,7.4 cubic feet,Yes,White,,White,No,No,,Not Available,Front panel,"Button, Dial, Touchscreen",No,51 3/8 inches,,,LCD,,,Stainless steel,,,,,Electric,,,,"Normal, AI Dry, Bedding, Delicates, Towels, Quick Dry, Timed Dry, Power Dry, Perm. Press, SteamFresh, Heavy Duty, Air Dry, Steam Sanitary, Super Dry, Active Wear, Jeans, Blanket Refresh, Low Temp Dry, Overnight Dry, Easy Ironing, Small Load, Large Load Dry, X Large Load Dry",No,Vented,Yes,Yes,,,,,,,"Bottom, Left, Rear, Right",,,No,No,,,,,,,Yes,,Yes,1 Year General,"1 Year General, 3 Years Drum",,,Yes,WM5500HWA,Front load,,,,DLEX5500W,Yes,No,,,,11,,,,,5,,,"Normal, AI Dry, Bedding, Delicates, Towels, Quick Dry, Timed Dry, Power Dry, Perm. Press, SteamFresh, Heavy Duty, Air Dry, Steam Sanitary, Super Dry, Active Wear, Jeans, Blanket Refresh, Low Temp Dry, Overnight Dry, Easy Ironing, Small Load, Large Load Dry, X Large Load Dry, Cycle Optimization, Damp Dry Signal, Wrinkle Care, Control Lock, Wi-Fi, Energy Saver, TurboSteam, Reduce Static, Remote Start, Drum Light, Signal, Cycle Edit List",,,Yes,WDP6W,No,,29 3/4 inches,39 inches,,7.4 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry,CSA Listed,124 pounds,27 inches,,,,,Yes,,No,,,,Yes,No,KSTK4,Yes,"High, Med. High, Medium, Low, Ultra Low",Yes,,,195174048603,,No,240 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,"Amazon Alexa, Google Assistant"
https://www.bestbuy.com/site/samsung-open-box-bespoke-7-6-cu-ft-stackable-smart-electric-dryer-with-steam-and-ai-optimal-dry-forest-green/6571415.p?skuId=6571415,Samsung - Open Box BESPOKE 7.6 Cu. Ft. Stackable Smart Electric Dryer with Steam and AI Optimal Dry - Forest Green,OBX DVE53BB8900GA3,"$1,484.99",N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6571/6571415_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,,,,,30 amperes,,Yes,,,,Samsung,,,,7.6 cubic feet,Yes,Forest Green,,,,No,,,Front panel,"Dial, Touchscreen",,53 1/8 inches,,,,,,Stainless steel,,,,,Electric,,,,"Steam Refresh, Wrinkle Away, Steam Sanitize+, AI Optimal Dry, Super Speed, Eco Normal, Delicates, Normal, Heavy Duty, Towels, Permanent Press, Activewear, Bedding, Wool, Shirts, Denim, Time Dry, Air Fluff, Small Load, Rack Dry",Yes,Vented,Yes,Yes,608 kilowatt hours,,,,,,"Bottom, Left, Rear, Right",,,,Yes,,,,,,,Yes,,Yes,1 year,1 year,,,Yes,WF53BB8900AG,Front load,,,,OBX DVE53BB8900GA3,Yes,,,,,20,,,,,5,,,"Damp Alert, Wrinkle Prevent, AntiStatic, My Cycles, Smart Control, Eco Dry, Drum Light, Child Lock, Alarm, AI Pattern, Wi-Fi, Language, Vent Blockage Test, Factory Reset",,,Yes,WE502NG,No,,31 7/16 inches,38 3/4 inches,,Open Box BESPOKE 7.6 Cu. Ft. Stackable Smart Electric Dryer with Steam and AI Optimal Dry,,121.3 pounds,27 inches,,,,,Yes,,No,,,,Yes,No,SKK-9MCG,Yes,"High, Medium, Medium Low, Low, Extra Low",Yes,,,400065714155,,Yes,240 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,SmartThings
https://www.bestbuy.com/site/whirlpool-1-6-cu-ft-top-load-washer-and-3-4-cu-ft-electric-dryer-with-smooth-wave-stainless-steel-wash-basket-white/6182924.p?skuId=6182924,Whirlpool - 1.6 Cu. Ft. Top Load Washer and 3.4 Cu. Ft. Electric Dryer with Smooth Wave Stainless Steel Wash Basket - White,WET4024HW,"$1,299.99",4.3,(162 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6182/6182924ld.jpg;maxHeight=640;maxWidth=550,,No,,No,No,,,30 amperes,,No,,Yes,Yes,Whirlpool,,,No,,No,White,,White,No,,,CEE Not Qualified,,"Dial, Button",No,,,,LED,,No,,3.4 cubic feet,36 7/16 inches,Left swing,Stainless steel,Electric,No,240 volts,No,"Automatic, Fluff Air, Damp Dry, Tumble Press, Timed Drying",No,,No,Yes,,,95 kilowatt hours,,,10 United States dollars,"Left, Rear, Right",Yes,,No,No,,,,,No,No,,,,1 Year Limited,1 Year Limited,,,,,,,850 revolutions per minute,,WET4024HW,,No,,,,4,,3,1,2,,5,5,,,,,,No,No,26 5/8 inches,74 1/4 inches,,1.6 Cu. Ft. Top Load Washer and 3.4 Cu. Ft. Electric Dryer with Smooth Wave Stainless Steel Wash Basket,UL Listed,205 pounds,23 7/8 inches,,,,,,No,No,Yes,,"Light, Medium, Heavy",,,,No,"Cold, Tap Cold, Cool, Warm, Hot",Yes,,,883049408583,,No,,"Normal, Super Wash, Casual, Delicates, Soak",1.6 cubic feet,No,Top load,Stainless steel,240 volts,Yes,Stacked units,Impeller,,,,None,
https://www.bestbuy.com/site/samsung-obx-7-2-cu-ft-electric-dryer-with-sensor-dry-and-8-drying-cycles-white/6511731.p?skuId=6511731,Samsung - OBX 7.2 Cu. Ft. Electric Dryer with Sensor Dry and 8 Drying Cycles - White,OBX DVE41A3000W/A3,$674.99,N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6511/6511731_sd.jpg;maxHeight=640;maxWidth=550,,Yes,,No,,,,30 amperes,,No,,,,Samsung,,,,7.2 cubic feet,Yes,White,,White,No,No,,,Rear panel,Dial,No,50 1/8 inches,,,LED,,,Anodized steel,,,,,Electric,,,,"High, Medium, Low, Extra Low",No,Vented,No,Yes,,,,,,,"Bottom, Left, Rear, Right",,,,No,,,,,,,No,,No,1 Year,1 Year,,,Yes,"WA41A3000AW/A4, WA40A3005AW/A4",Top load,,,,OBX DVE41A3000W/A3,Yes,,,,,8,,,,,4,,,"Very Dry, More Dry, Normal Dry, Damp Dry, Time Dry, Air Fluff, Quick Dry, Wrinkle Release, Wrinkle Prevent, Child Lock",,,No,,No,,30 1/4 inches,44 inches,,OBX 7.2 Cu. Ft. Electric Dryer with Sensor Dry and 8 Drying Cycles,,119 pounds,27 inches,,,,,Yes,,No,,,,No,,,No,4,No,,,400065117314,,No,240 volts,,,,,,,,,,,,No,,
https://www.bestbuy.com/site/samsung-obx-7-2-cu-ft-gas-dryer-with-sensor-dry-and-8-drying-cycles-white/6511729.p?skuId=6511729,Samsung - OBX 7.2 Cu. Ft. Gas Dryer with Sensor Dry and 8 Drying Cycles - White,OBX DVG41A3000W/A3,$764.99,N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6511/6511729_sd.jpg;maxHeight=640;maxWidth=550,,,,No,,,,15 amperes,,No,,,,Samsung,,,,7.2 cubic feet,Yes,White,,White,,,,,Rear panel,Dial,No,50 1/8 inches,,,LED,,,Anodized steel,,,,,Gas,,,,8,,,No,Yes,,,,,,,"Bottom, Rear, Right",,,,No,,,,,,,No,,Yes,1 Year,1 Year,,,Yes,"WA41A3000AW/A4, WA40A3005AW/A4",Top load,,,,OBX DVG41A3000W/A3,Yes,,,,,8,,,,,4,,,"Very Dry, More Dry, Normal Dry, Damp Dry, Time Dry, Air Fluff, Quick Dry, Wrinkle Release, Wrinkle Prevent, Child Lock",,,No,,,,30 1/4 inches,44 inches,,OBX 7.2 Cu. Ft. Gas Dryer with Sensor Dry and 8 Drying Cycles,,119 pounds,27 inches,No,,,,Yes,,No,,,,No,,,No,4,No,,,400065117291,,No,120 volts,,,,,,,,,,,,No,,
https://www.bestbuy.com/site/asko-5-1-cu-ft-stackable-electric-heat-pump-dryer-butterfly-drying-system-soft-drum-technology-16-programs-white/6576977.p?skuId=6576977,"Asko 5.1 cu. ft. Stackable Electric Heat Pump Dryer, Butterfly Drying System, Soft Drum Technology, 16 Programs – White",T411HSW,"$2,299.00",N/A,Be the first to write a review,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6576/6576977_sd.jpg;maxHeight=640;maxWidth=550,,,,,,,,,,No,,,,Asko,,,,5.1 cubic feet,,,,,,Yes,,,,,,,,,,,,Stainless steel,,,,,Electric,,,,,,Heat pump,No,,,,,,,,Ventless,,,,,,,,,,,,,,2,2,,,Yes,W4114CW,Front load,,,,T411HSW,Yes,,,,,16,,,,,,,,,,,,,Yes,,28 1/8 inches,33 1/2 inches,,"Asko 5.1 cu. ft. Stackable Electric Heat Pump Dryer, Butterfly Drying System, Soft Drum Technology, 16 Programs – White",,140 pounds,23 1/2 inches,,,,,Yes,,,,,,Yes,Yes,450808,No,Auto,Yes,,,3838782098772,,,240 volts,,,,,,,,,,,,,,
https://www.bestbuy.com/site/lg-7-3-cu-ft-gas-dryer-with-sensor-dry-white/6450830.p?skuId=6450830,LG - 7.3 Cu. Ft. Gas Dryer with Sensor Dry - White,DLG7001W,$949.99,4.4,(205 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6450/6450830_sd.jpg;maxHeight=640;maxWidth=550,,No,,No,,,,15 amperes,,No,,No,,LG,,,,7.3 cubic feet,Yes,White,,White,No,,,,Rear panel,"Dial, Touchpad",No,50 1/4 inches,,,None,,,Stainless steel,,,,,Gas,,,,"Wrinkle care, delicate, speed dry, heavy duty, freshen up, air dry, Energy Saver, cotton/normal, perm press/casual, bulky/bedding, more time, less time, time dry 40, time dry 60, time dry 20",No,,Yes,Yes,,,,,,,"Bottom, Left, Rear",,,,No,No,,,,,,No,,No,1 Year General,1 Year General,,,Yes,WT7005CW,Top load,,,,DLG7001W,Yes,No,,,,8,,,,,3,,,Wrinkle care; delicate; speed dry; heavy duty; freshen up; air dry; Energy Saver; cotton/normal; perm press/casual; bulky/bedding; more time,,,No,,,,29 1/2 inches,44 1/4 inches,,7.3 Cu. Ft. Gas Dryer with Sensor Dry,CSA Listed,118.6 pounds,27 inches,Yes,No,383EEL3002D,,Yes,,,,,,No,,,No,"High, Medium, Low",Yes,,,195174004135,,,120 volts,,,,,,,,,,,,No,NFC,
https://www.bestbuy.com/site/lg-signature-9-0-cu-ft-smart-electric-dryer-with-steam-and-sensor-dry-black-stainless-steel/5329911.p?skuId=5329911,LG - SIGNATURE 9.0 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry - Black Stainless Steel,DLEX9500K,"$1,999.99",4.6,(37 Reviews),https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5329/5329911_sd.jpg;maxHeight=640;maxWidth=550,,,,No,,,,30 amperes,,Yes,,Yes,,LG,,,,9 cubic feet,Yes,Black Stainless Steel,,Black stainless steel,No,No,,,Front panel,Touchpad,No,56 inches,,,LED,,,Stainless steel,,,,,Electric,,,,"Cotton/Normal, Perm. Press/Casual, Towels, Delicates, Heavy Duty, TurboSteam, Steamanitary, Bedding, LowTemp Dry, Anti-Bacterial, Jumbo Dry, Download/ Super Dry, Speed Dry, Air Dry",,Vented,No,Yes,,,,,,,Rear,,,No,,,,,,,,Yes,,Yes,1 year,1 year,,,Yes,WM9000HKA,Front load,,,,DLEX9500K,Yes,No,,,,14,,,,,5,,,"wrinkle care, delicate, SteamFresh, speed dry, heavy duty, air dry, towels, time dry, custom program, SteamSanitary, bedding, anti-bacterial",,,Yes,WDP5K,No,,33 2/5 inches,40 15/16 inches,,SIGNATURE 9.0 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry,,157.41 pounds,29 inches,,,,,Yes,,,,,,No,,,Yes,"High, Medium High, Medium, Low, Ultra Low",Yes,,,048231017046,LG SIGNATURE,,240 volts,,,,,,,,,,Fill hose,,Yes,Wi-Fi,"Google Assistant, Amazon Alexa"
